Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,HALLMARK_HEDGEHOG_SIGNALING,0.9999244570519924,1.676434189178992,0.0,0.3817918377203574,0.44,1/36,0.01%,GLI1
prerank,HALLMARK_SPERMATOGENESIS,-0.2387120454858446,-1.3524641635390455,0.0,0.9953434225844006,0.33,32/126,16.08%,AKAP4;ACE;CCT6B;PCSK4;STAM2;TALDO1;DDX25;NF2;NAA11;IL13RA2;SEPTIN4;PDHA2;GAD1;JAM3;TEKT2;SIRT1;ZPBP;GPR182;SPATA6;GSTM3;NEFH;SLC2A5;MTOR;TOPBP1;DMC1;NPHP1;LPIN1;PGS1;NEK2;ZC2HC1C;PGK2;ADAD1
prerank,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.23206751348537674,-1.329632283334066,0.0,0.5972060535506403,0.38,39/185,13.05%,BAX;UQCRB;PDHA1;BDH2;NDUFC2;ATP6V0E1;COX15;COX8A;AIFM1;GPX4;GPI;NDUFB3;NDUFC1;ACAT1;ABCB7;ATP6V0C;POLR2F;FH;IMMT;ATP6V1E1;COX17;COX5B;NDUFS2;ACADVL;GLUD1;ATP6V1D;SLC25A20;MDH2;TOMM22;VDAC2;OPA1;PDK4;TCIRG1;COX11;ATP5MC1;TIMM17A;HSPA9;ATP5PD;ATP6V0B
prerank,HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.2573932394199944,-1.296401054856615,0.05555555555555555,0.47923942568878547,0.42,26/93,15.30%,CCRL2;OASL;TRIM25;IL7;ISG15;DDX60;IL4R;IFIH1;UBA7;EIF2AK2;OGFR;EPSTI1;CXCL11;LAP3;IFI30;PSME1;TXNIP;IFITM3;CD74;IRF1;RNF31;IFI44L;TRIM14;LY6E;ELF1;GBP4
prerank,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.22522505217602592,-1.2831285168653075,0.08333333333333333,0.3870779976717113,0.46,50/195,17.81%,IL12B;TNFAIP3;CCRL2;TRAF1;BCL3;LIF;GCH1;JUNB;B4GALT1;ETS2;MARCKS;IFIH1;GFPT2;TNFSF9;PPP1R15A;REL;JUN;CXCL11;CD80;ZC3H12A;LDLR;LITAF;CD44;ATF3;NFE2L2;TIPARP;IRF1;PTGER4;NFKBIE;BTG3;CD83;STAT5A;YRDC;PHLDA2;PER1;PTPRE;PFKFB3;ATP2B1;IL18;IL1B;PDLIM5;JAG1;FJX1;CXCL3;TNFAIP8;SERPINB2;EGR2;NR4A1;ICAM1;CSF1
prerank,HALLMARK_MTORC1_SIGNALING,-0.21548336987928887,-1.2313382168805007,0.0,0.460069848661234,0.6,81/186,32.12%,SLC7A11;GMPS;EDEM1;RPA1;TES;CYB5B;GPI;PLK1;SERPINH1;HSP90B1;GLRX;RPN1;IMMT;ELOVL5;VLDLR;XBP1;ATP6V1D;CTH;TBK1;TUBG1;NFYC;HMGCS1;PPP1R15A;LDLR;IFI30;ACACA;UNG;ATP5MC1;HK2;TUBA4A;HSPA9;PDK1;CALR;CCNF;PNP;UBE2D3;PSMB5;GCLC;DHCR7;UFM1;SERP1;SDF2L1;GSR;SORD;CXCR4;FDXR;ATP2A2;MTHFD2L;SKAP2;CANX;HMBS;PHGDH;ERO1A;ELOVL6;INSIG1;PGK1;PSPH;IDH1;EGLN3;CFP;NFIL3;SLC1A5;ADD3;ABCF2;PSMC2;TXNRD1;PSAT1;SCD;SLA;SHMT2;AK4;POLR3G;DAPP1;MTHFD2;MCM4;IFRD1;HSPD1;CTSC;MLLT11;PGM1;EBP
prerank,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.2533094595144096,-1.2287875189509054,0.2857142857142857,0.39445091191307724,0.6,33/85,29.74%,CD36;STAM2;CBL;IL3RA;CD38;IL7;IL4R;JUN;CXCL11;TYK2;CD44;INHBE;IRF1;PIK3R5;IL18R1;CCL7;IL1B;CXCL9;CXCL3;IFNGR1;CSF1;SOCS1;PTPN2;IL6;CRLF2;PLA2G2A;CNTFR;MYD88;TNFRSF1A;BAK1;TLR2;IL1R2;SOCS3
prerank,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.26435624823466225,-1.2108955291487162,0.19444444444444445,0.39497754864460344,0.66,14/48,19.70%,GPX4;GLRX;JUNB;GCLM;NDUFS2;CDKN2D;HHEX;MGST1;PRDX6;GCLC;PRDX4;EGLN2;IPCEF1;GSR
prerank,HALLMARK_UV_RESPONSE_UP,0.9936771765573152,1.1188157262703242,0.42857142857142855,1.0,1.0,2/146,0.63%,TYRO3;MAOA
prerank,HALLMARK_APOPTOSIS,0.9900155646246647,1.1065227120053878,0.8555555555555555,1.0,1.0,1/155,0.90%,F2R
